identifier,major_group,group,sub_group,membran_prediction,seq_start,number_cysteines,data_source,species
R4G2G6,Short-chain,Short-chain,,Secreted,MKT,8,TR,Furina_ornata
R4G2G7,Short-chain,Short-chain,,Secreted,MKT,8,TR,Furina_ornata
R4G7H5,Short-chain,Short-chain,,Secreted,MKT,8,TR,Furina_ornata
P01402,Non-standard,Non-standard,,Secreted,,8,SP,Hemachatus_haemachatus
B3EWH9,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Hemachatus_haemachatus
C0HJT5,Short-chain,Short-chain,FX inhibitor,Secreted,,8,SP,Hemachatus_haemachatus
P01425,Short-chain,Short-chain,,Secreted,,8,SP,Hemachatus_haemachatus
P01433,Short-chain,Short-chain,,Secreted,,8,SP,Hemachatus_haemachatus
P01471,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Hemachatus_haemachatus
P0DQH2,Short-chain,Short-chain,FX inhibitor,Secreted,,8,SP,Hemachatus_haemachatus
P24776,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Hemachatus_haemachatus
P24777,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Hemachatus_haemachatus
P24778,Short-chain,Short-chain,P-type cytotoxin,Secreted,,8,SP,Hemachatus_haemachatus
P25676,Short-chain,Short-chain,Cobra+ 8-cysteine clade in plesiotypics,Secreted,,8,SP,Hemachatus_haemachatus
R4FJX3,Long-chain,Long-chain,,Secreted,MKT,10,TR,Hemiaspis_signata
R4G2H7,Long-chain,Long-chain,,Secreted,MKT,10,TR,Hemiaspis_signata
R4G7I7,Long-chain,Long-chain,,Secreted,MKT,10,TR,Hemiaspis_signata
R4G2H6,Short-chain,Short-chain,,Secreted,MKT,9,TR,Hemiaspis_signata
R4G7I5,Short-chain,Short-chain,,Secreted,MKT,9,TR,Hemiaspis_signata
R4FIQ0,Long-chain,Long-chain,,Secreted,MKT,10,TR,Hoplocephalus_bungaroides
R4FK28,Long-chain,Long-chain,,Secreted,MKT,10,TR,Hoplocephalus_bungaroides
R4FIP4,Short-chain,Short-chain,,Secreted,MKT,9,TR,Hoplocephalus_bungaroides
A8HDJ9,Short-chain,Short-chain,,Secreted,MKT,9,SP,Hoplocephalus_stephensii
Hcur_superscaf_587_797385_795811,Long-chain,Long-chain,,Secreted,MKI,10,None,Hydrophis_curtus
Hcur_SS00042983_m1,Short-chain,Short-chain,,Secreted,MKT,9,None,Hydrophis_curtus
P25494,Short-chain,Short-chain,,Secreted,,9,SP,Hydrophis_cyanocinctus
P62376,Short-chain,Short-chain,,Secreted,,9,SP,Hydrophis_cyanocinctus
Q8UW28,Long-chain,Long-chain,,Secreted,MKT,10,SP,Hydrophis_hardwickii
Q8UW29,Long-chain,Long-chain,,Secreted,MKI,10,SP,Hydrophis_hardwickii
Q8UW27,Short-chain,Short-chain,,Secreted,MKT,9,SP,Hydrophis_hardwickii
P01437,Short-chain,Short-chain,,Secreted,,9,SP,Hydrophis_lapemoides
P68413,Short-chain,Short-chain,,Secreted,,9,SP,Hydrophis_ornatus
P68415,Short-chain,Short-chain,,Secreted,,9,SP,Hydrophis_schistosus
P01380,Long-chain,Long-chain,,Secreted,,10,SP,Hydrophis_stokesii
P01381,Long-chain,Long-chain,,Secreted,,10,SP,Hydrophis_stokesii
P0C8R6,Non-standard,Non-standard,Laticauda long-chain reversion,Secreted,,8,SP,Laticauda_colubrina
P0C8R7,Non-standard,Non-standard,Laticauda long-chain reversion,Secreted,,8,SP,Laticauda_colubrina
P0C8R8,Non-standard,Non-standard,Laticauda long-chain reversion,Secreted,,8,SP,Laticauda_colubrina
P10455,Short-chain,Short-chain,,Secreted,MKT,8,SP,Laticauda_colubrina
P10456,Short-chain,Short-chain,,Secreted,MKT,8,SP,Laticauda_colubrina
P10457,Short-chain,Short-chain,,Secreted,MKT,8,SP,Laticauda_colubrina
Q9YGC7,Short-chain,Short-chain,,Secreted,MKT,8,SP,Laticauda_colubrina
P10458,Short-chain,Short-chain,,Secreted,,8,SP,Laticauda_crockeri
P25495,Short-chain,Short-chain,,Secreted,,8,SP,Laticauda_crockeri
P25496,Short-chain,Short-chain,,Secreted,,8,SP,Laticauda_crockeri
P10459,Short-chain,Short-chain,,Secreted,MKT,8,SP,Laticauda_laticaudata
P10460,Short-chain,Short-chain,,Secreted,,8,SP,Laticauda_laticaudata
Q9YGC2,Short-chain,Short-chain,,Secreted,MKT,8,SP,Laticauda_laticaudata
Q9YGC4,Short-chain,Short-chain,,Secreted,MKT,8,SP,Laticauda_laticaudata
Q9YGW8,Short-chain,Short-chain,,Secreted,MKT,8,SP,Laticauda_laticaudata
Q9YGW9,Short-chain,Short-chain,,Secreted,MKT,8,SP,Laticauda_laticaudata
P01379,Long-chain,Long-chain,,Secreted,,10,SP,Laticauda_semifasciata
P60775,Short-chain,Short-chain,,Secreted,MKT,8,SP,Laticauda_semifasciata
Q7T2I5,Short-chain,Short-chain,,Secreted,MKT,8,SP,Laticauda_semifasciata
Q90VW1,Short-chain,Short-chain,,Secreted,MKT,8,SP,Laticauda_semifasciata
Q9YGX1,Short-chain,Short-chain,,Secreted,MKT,8,SP,Laticauda_semifasciata
A0A024AXD8,Long-chain,Long-chain,,Secreted,MKT,10,TR,Micropechis_ikaheca
A0A024AXH2,Long-chain,Long-chain,,Secreted,MKT,10,TR,Micropechis_ikaheca
A0A024AXY1,Long-chain,Long-chain,,Secreted,MKT,10,TR,Micropechis_ikaheca
A0A024AYC2,Short-chain,Short-chain,,Secreted,MKT,9,TR,Micropechis_ikaheca
F5CPD4,Plesiotypic,Plesiotypic,,Secreted,MKA,10,TR,Micrurus_altirostris
MICAL_JG743131.1_7_255,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_altirostris
MICAL_JG743827.1_16_264,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_altirostris
MICAL_JG744005.1_7_258,Non-standard,Non-standard,,Secreted,,10,NCBI,Micrurus_altirostris
F5CPD3,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_altirostris
F5CPD5,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_altirostris
F5CPD6,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_altirostris
F5CPD7,Short-chain,Short-chain,,Secreted,MKT,9,SP,Micrurus_altirostris
F5CPD8,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_altirostris
F5CPD9,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_altirostris
F5CPE0,Short-chain,Short-chain,,Secreted,MRT,8,SP,Micrurus_altirostris
F5CPE2,Short-chain,Short-chain,,Secreted,MRT,8,SP,Micrurus_altirostris
F5CPE3,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_altirostris
F5CPE4,Short-chain,Short-chain,,Secreted,MKT,9,SP,Micrurus_altirostris
F5CPE6,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_altirostris
F5CPD1,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_altirostris
F5CPD2,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_altirostris
F5CPE1,Short-chain,Short-chain,,Secreted,MKT,9,TR,Micrurus_altirostris
F5CPE5,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_altirostris
F5CPE7,Short-chain,Short-chain,,Secreted,MKT,9,TR,Micrurus_altirostris
A0A0H4BEG5,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_browni
A0A0H4BJD8,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_browni
A0A0H4BLZ7,Short-chain,Short-chain,,Secreted,,8,TR,Micrurus_browni
A0A0H4IRA8,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_browni
A0A0H4IS74,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_browni
A0A0H4IUN8,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_browni
A0A0H4IVP7,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_browni
A0A0H4J512,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_browni
C0HK04,Short-chain,Short-chain,,Secreted,,8,SP,Micrurus_clarki
MICCO_FL590938.1_47_247,Non-standard,Non-standard,,Secreted,,9,NCBI,Micrurus_corallinus
P58370,Plesiotypic,Plesiotypic,,Secreted,MKT,10,SP,Micrurus_corallinus
MICCO_FL590763.1_12_263,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_corallinus
MICCO_FL590874.1_84_269,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_corallinus
MICCO_FL590954.1_1_240,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_corallinus
MICCO_FL591005.1_5_238,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_corallinus
MICCO_IACJ01051156.1_C353_108,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_corallinus
MICCO_IACJ01060045.1_C293_57,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_corallinus
MICCO_IACJ01060046.1_C299_57,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_corallinus
MICCO_IACJ01062266.1_C421_209,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_corallinus
MICCO_IACJ01062270.1_C245_39,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_corallinus
MICCO_IACJ01062272.1_C287_39,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_corallinus
MICCO_IACJ01062273.1_C457_209,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_corallinus
MICCO_IACJ01062274.1_C457_209,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_corallinus
MICCO_IACJ01078504.1_47_283,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_corallinus
MICCO_IACJ01079596.1_80_283,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_corallinus
MICCO_IACJ01115251.1_10_243,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_corallinus
MICCO_IACJ01122327.1_C319_116,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_corallinus
MICCO_IACJ01122328.1_C319_116,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_corallinus
MICCO_IACJ01122330.1_C352_116,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_corallinus
MICCO_IACJ01130835.1_35_289,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_corallinus
MICCO_IACJ01130841.1_35_289,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_corallinus
MICCO_IACJ01133145.1_C312_76,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_corallinus
MICCO_IACJ01138867.1_C388_128,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_corallinus
MICCO_IACJ01147547.1_C352_128,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_corallinus
MICCO_IACJ01155703.1_C232_2,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_corallinus
MICCO_IACJ01157475.1_C340_104,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_corallinus
C6JUP1,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_corallinus
C6JUP2,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_corallinus
C6JUP3,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_corallinus
Q9PRI1,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_corallinus
Q9PUB7,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_corallinus
C6JUP0,Short-chain,Short-chain,,Secreted,MNT,8,TR,Micrurus_corallinus
C6JUP4,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_corallinus
C6JUP5,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_corallinus
A0A0G3YJD1,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_diastema
A0A0H4BEF7,Short-chain,Short-chain,,Secreted,,8,TR,Micrurus_diastema
A0A0H4BEG1,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_diastema
A0A0H4BFQ4,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_diastema
A0A0H4BKJ5,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_diastema
A0A0H4BLZ2,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_diastema
C0HLK5,Short-chain,Short-chain,,Secreted,,8,SP,Micrurus_dumerilii
P86423,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Micrurus_frontalis
P86424,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Micrurus_frontalis
P86420,Short-chain,Short-chain,,Secreted,,8,SP,Micrurus_frontalis
P86421,Short-chain,Short-chain,,Secreted,,8,SP,Micrurus_frontalis
P86422,Short-chain,Short-chain,,Secreted,,8,SP,Micrurus_frontalis
U3FVH6,Plesiotypic,Plesiotypic,,Secreted,MKA,10,TR,Micrurus_fulvius
U3EPL2,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_fulvius
U3FAE1,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_fulvius
A0A0F7YZP6,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_fulvius
A0A0F7Z039,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_fulvius
A0A0F7Z3S7,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_fulvius
U3EPI1,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_fulvius
U3EPL9,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_fulvius
U3EPM4,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_fulvius
U3EPM9,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_fulvius
U3F5B5,Short-chain,Short-chain,,Secreted,MKA,8,TR,Micrurus_fulvius
U3F5D3,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_fulvius
U3F5E9,Short-chain,Short-chain,,Secreted,,8,TR,Micrurus_fulvius
U3FAC0,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_fulvius
U3FAE7,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_fulvius
U3FAF0,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_fulvius
U3FVG5,Short-chain,Short-chain,,Secreted,MKA,8,TR,Micrurus_fulvius
U3FVG7,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_fulvius
U3FVH8,Short-chain,Short-chain,,Secreted,MNT,8,TR,Micrurus_fulvius
U3FVI0,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_fulvius
U3FVI5,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_fulvius
U3FYQ0,Short-chain,Short-chain,,Secreted,MLL,8,TR,Micrurus_fulvius
U3FYQ5,Short-chain,Short-chain,,Secreted,MKA,8,TR,Micrurus_fulvius
U3FYQ7,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_fulvius
U3FYQ9,Short-chain,Short-chain,,Secreted,,8,TR,Micrurus_fulvius
U3FYR0,Short-chain,Short-chain,,Secreted,MKA,8,TR,Micrurus_fulvius
K9MCH1,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_laticollaris
K9MCX0,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_laticollaris
A0A0G3YLL2,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_laticollaris
A0A0H4BFP9,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_laticollaris
A0A0H4BJD1,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_laticollaris
A0A0H4BKI7,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_laticollaris
A0A0H4BLY9,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_laticollaris
MICLE_IACI01040496.1_87_287,Non-standard,Non-standard,Basal non-standard,Secreted,,8,NCBI,Micrurus_lemniscatus_carvalhoi
MICLE_IACI01115070.1_C396_142,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Micrurus_lemniscatus_carvalhoi
MICLE_IACI01006908.1_C324_85,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_lemniscatus_carvalhoi
MICLE_IACI01031826.1_C308_96,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_lemniscatus_carvalhoi
MICLE_IACI01044503.1_1_195,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_lemniscatus_carvalhoi
MICLE_IACI01044558.1_65_268,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_lemniscatus_carvalhoi
MICLE_IACI01044597.1_3_212,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_lemniscatus_carvalhoi
MICLE_IACI01044606.1_1_216,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_lemniscatus_carvalhoi
MICLE_IACI01080067.1_C243_43,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_lemniscatus_carvalhoi
MICLE_IACI01104478.1_C425_174,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_lemniscatus_carvalhoi
MICLE_IACK01123615.1_32_220,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01184724.1_C364_110,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01013110.1_53_289,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01022837.1_22_255,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01022838.1_1_171,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01034485.1_24_263,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01096229.1_C271_65,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01096260.1_C330_127,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01096271.1_C304_71,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01096289.1_C230_3,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01096291.1_C277_65,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01096292.1_C304_92,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01096298.1_C319_71,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01096299.1_C319_71,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01116619.1_5_187,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01122846.1_2_205,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01125772.1_95_352,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01171799.1_C289_41,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01179260.1_41_280,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01193830.1_C315_121,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01196011.1_C295_38,Non-standard,Non-standard,Micrurus 8-cysteine in plesiotypic,Secreted,,8,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01227912.1_2_244,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01227913.1_2_235,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01242084.1_46_240,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_lemniscatus_lemniscatus
MICLE_IACK01242085.1_46_240,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_lemniscatus_lemniscatus
C0HJR1,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Micrurus_mipartitus
C0HJR2,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Micrurus_mipartitus
A0A2P1BSS8,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_mipartitus
A0A2P1BSS9,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_mipartitus
A0A2P1BST7,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_mipartitus
A0A2P1BSU3,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_mipartitus
B3EWF8,Short-chain,Short-chain,,Secreted,MKT,8,SP,Micrurus_mipartitus
P80548,Short-chain,Short-chain,,Secreted,,8,SP,Micrurus_nigrocinctus
P0CAR1,Short-chain,Short-chain,,Secreted,,8,SP,Micrurus_pyrrhocryptus
MICSP_IACM01149051.1_C220_32,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Micrurus_spixii
MICSP_IACM01149052.1_C220_32,Plesiotypic,Plesiotypic,,Secreted,,10,NCBI,Micrurus_spixii
MICSP_IACM01022253.1_2_205,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_spixii
MICSP_IACM01029668.1_3_191,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_spixii
MICSP_IACM01029686.1_3_191,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_spixii
MICSP_IACM01029730.1_3_206,Non-standard,Non-standard,,Secreted,,10,NCBI,Micrurus_spixii
MICSP_IACM01086450.1_C267_70,Non-standard,Non-standard,,Secreted,,10,NCBI,Micrurus_spixii
MICSP_IACM01088188.1_C375_139,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_spixii
MICSP_IACM01092118.1_13_264,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_spixii
MICSP_IACM01115014.1_C372_136,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_spixii
MICSP_IACM01128650.1_C296_48,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_spixii
MICSP_IACM01130693.1_C333_100,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_spixii
MICSP_IACM01148308.1_C341_108,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_spixii
MICSP_IACM01156860.1_C373_146,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_spixii
MICSP_IACM01172481.1_C357_124,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_spixii
MICSP_IACM01174987.1_42_281,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_spixii
MICSU_IACN01003279.1_C250_56,Non-standard,Non-standard,,Secreted,,8,NCBI,Micrurus_surinamensis
MICSU_IACN01070774.1_C229_26,Non-standard,Non-standard,,Secreted,,9,NCBI,Micrurus_surinamensis
MICSU_IACN01070786.1_C214_26,Non-standard,Non-standard,,Secreted,,8,NCBI,Micrurus_surinamensis
MICSU_IACN01093897.1_C387_133,Non-standard,Non-standard,,Secreted,,10,NCBI,Micrurus_surinamensis
MICSU_IACN01100674.1_3_242,Non-standard,Non-standard,,Secreted,,11,NCBI,Micrurus_surinamensis
P86096,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Micrurus_surinamensis
P86098,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Micrurus_surinamensis
P86099,Plesiotypic,Plesiotypic,,Secreted,,10,SP,Micrurus_surinamensis
MICSU_IACN01019456.1_2_211,Non-standard,Non-standard,,Secreted,,10,NCBI,Micrurus_surinamensis
MICSU_IACN01019457.1_2_187,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_surinamensis
MICSU_IACN01037374.1_29_277,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_surinamensis
MICSU_IACN01048942.1_C402_145,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_surinamensis
MICSU_IACN01070775.1_C305_84,Non-standard,Non-standard,,Secreted,,10,NCBI,Micrurus_surinamensis
MICSU_IACN01070777.1_C297_49,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_surinamensis
MICSU_IACN01077346.1_C348_109,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_surinamensis
MICSU_IACN01080103.1_C346_110,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_surinamensis
MICSU_IACN01083611.1_C321_118,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_surinamensis
MICSU_IACN01083613.1_C321_118,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_surinamensis
MICSU_IACN01083857.1_C448_215,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_surinamensis
MICSU_IACN01083858.1_C259_26,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_surinamensis
MICSU_IACN01083864.1_C451_215,Short-chain,Short-chain,,Secreted,,8,NCBI,Micrurus_surinamensis
MICSU_IACN01095837.1_C328_134,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_surinamensis
MICSU_IACN01099285.1_C780_583,Non-standard,Non-standard,,Secreted,,10,NCBI,Micrurus_surinamensis
MICSU_IACN01100666.1_C226_26,Short-chain,Short-chain,,Secreted,,9,NCBI,Micrurus_surinamensis
MICSU_IACN01111607.1_C418_212,Non-standard,Non-standard,,Secreted,,10,NCBI,Micrurus_surinamensis
P86094,Short-chain,Short-chain,,Secreted,,8,SP,Micrurus_surinamensis
P86095,Short-chain,Short-chain,,Secreted,,8,SP,Micrurus_surinamensis
P86097,Short-chain,Short-chain,,Secreted,,8,SP,Micrurus_surinamensis
A0A194ATD7,Non-standard,Non-standard,,Secreted,MNT,7,TR,Micrurus_tener
A0A0H4IRB3,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A0H4IS80,Short-chain,Short-chain,,Secreted,,8,TR,Micrurus_tener
A0A0H4IUP1,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A0H4IVQ6,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A0H4J521,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194APB1,Short-chain,Short-chain,,Secreted,MKA,8,TR,Micrurus_tener
A0A194APE1,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194APF0,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194APG0,Non-standard,Non-standard,Micrurus 8-cysteine in plesiotypic,Secreted,MKT,8,TR,Micrurus_tener
A0A194APG5,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194APH0,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194APH5,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194API9,Short-chain,Short-chain,,Secreted,MNT,8,TR,Micrurus_tener
A0A194ARB2,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194ARB6,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194ARC1,Short-chain,Short-chain,,Secreted,MKT,8,TR,Micrurus_tener
A0A194ARC5,Short-chain,Short-chain,,Secreted,MKA,8,TR,Micrurus_tener
