identifier,phrog,product,function
phage_5875,26957,,unknown function
phage_5876,11023,homing endonuclease with LAGLIDADG motif,"DNA, RNA and nucleotide metabolism"
phage_5877,114,ATP-dependent DNA ligase,"DNA, RNA and nucleotide metabolism"
phage_5878,10324,anti-repressor Ant,transcription regulation
phage_5879,24,tail length tape measure protein,tail
phage_5880,457,tail protein,tail
phage_5881,33269,,unknown function
phage_5882,4704,tail length tape measure protein,tail
phage_5883,18024,,unknown function
phage_5884,440,transaldolase,other
phage_5885,61,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover"
phage_5886,3347,Galactose-3-O-sulfotransferase,"moron, auxiliary metabolic gene and host takeover"
phage_5887,2839,tail sheath,tail
phage_5888,7245,anti-restriction protein,"moron, auxiliary metabolic gene and host takeover"
phage_5889,599,Lar-like restriction alleviation protein,"moron, auxiliary metabolic gene and host takeover"
phage_5890,332,head-tail adaptor,connector
phage_5891,80,head maturation protease,head and packaging
phage_5892,5,tail completion or Neck1 protein,connector
phage_5893,126,holin/anti-holin,lysis
phage_5894,1740,RNA polymerase sigma factor,transcription regulation
phage_5895,9690,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_5896,240,head protein,head and packaging
phage_5897,68,portal protein,head and packaging
phage_5898,339,tail length tape measure protein,tail
phage_5899,4976,tail assembly chaperone,tail
phage_5900,6,baseplate wedge subunit,tail
phage_5901,80,head maturation protease,head and packaging
phage_5902,1272,tail length tape measure protein,tail
phage_5903,5341,internal virion protein,head and packaging
phage_5904,7725,virion structural protein,head and packaging
phage_5905,20658,head decoration,head and packaging
phage_5906,2365,replication initiation O-like,"DNA, RNA and nucleotide metabolism"
phage_5907,5,tail completion or Neck1 protein,connector
phage_5908,6088,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_5909,12409,dehydrogenase,other
phage_5910,64,portal protein,head and packaging
phage_5911,2,terminase large subunit,head and packaging
phage_5912,822,amidase,lysis
phage_5913,36,transcriptional regulator,transcription regulation
phage_5914,959,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_5915,66,excisionase and transcriptional regulator,integration and excision
phage_5916,47,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_5917,75,head-tail adaptor Ad1,connector
phage_5918,45,tail tube,tail
phage_5919,891,terminase small subunit,head and packaging
phage_5920,8689,pilot protein for DNA ejection,tail
phage_5921,7025,tail length tape measure protein,tail
phage_5922,10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_5923,1,integrase,integration and excision
phage_5924,3437,major head protein,head and packaging
phage_5925,739,Rz-like spanin,lysis
phage_5926,805,internal virion protein,head and packaging
phage_5927,16,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_5928,12,portal protein,head and packaging
phage_5929,1327,Rz-like spanin,lysis
phage_5930,1249,acetyltransferase,other
phage_5931,2683,minor tail protein,tail
phage_5932,94,head maturation protease,head and packaging
phage_5933,239,DNA primase/helicase,"DNA, RNA and nucleotide metabolism"
phage_5934,2347,,unknown function
phage_5935,155,Erf-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_5936,6,baseplate wedge subunit,tail
phage_5937,3889,base plate tail tube protein,tail
phage_5938,1740,RNA polymerase sigma factor,transcription regulation
phage_5939,21214,acetyltransferase,other
phage_5940,374,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_5941,156,portal protein,head and packaging
phage_5942,3188,co-chaperonin GroES,other
phage_5943,16528,DNA methyltransferase,other
phage_5944,171,NinG/ Rap DNA junction specific endonuclease,"DNA, RNA and nucleotide metabolism"
phage_5945,1927,tail assembly chaperone,tail
phage_5946,283,major head protein,head and packaging
phage_5947,21,portal protein,head and packaging
phage_5948,14802,virion structural protein,head and packaging
phage_5949,207,head maturation protease,head and packaging
phage_5950,33,distal tail protein Dit,tail
phage_5951,18802,virion structural protein,head and packaging
phage_5952,176,tail terminator,connector
phage_5953,97,UvsX-like recombinase,other
phage_5954,1346,tail protein,tail
phage_5955,1373,transcriptional regulator,transcription regulation
phage_5956,5,tail completion or Neck1 protein,connector
phage_5957,13211,baseplate hub subunit and tail lysozyme,tail
phage_5958,23,tail sheath,tail
phage_5959,44,single strand DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_5960,9907,minor head protein and DNA pilot,head and packaging
phage_5961,400,tail protein,tail
phage_5962,514,major head protein,head and packaging
phage_5963,62,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_5964,412,exonuclease VIII,"DNA, RNA and nucleotide metabolism"
phage_5965,1755,,unknown function
phage_5966,6699,,unknown function
phage_5967,1108,portal protein,head and packaging
phage_5968,4636,tail spike protein,tail
phage_5969,414,RNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_5970,2589,tail protein,tail
phage_5971,1373,transcriptional regulator,transcription regulation
phage_5972,416,minor tail protein,tail
phage_5973,4492,tail fiber protein,tail
phage_5974,8716,tail fiber protein,tail
phage_5975,3519,tail length tape measure protein,tail
phage_5976,174,dCMP deaminase,"DNA, RNA and nucleotide metabolism"
phage_5977,1064,prohead,head and packaging
phage_5978,6444,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_5979,821,transcriptional regulator,transcription regulation
phage_5980,166,tail protein,tail
phage_5981,454,tail fiber protein,tail
phage_5982,111,DNA methyltransferase,other
phage_5983,206,head scaffolding protein,head and packaging
phage_5984,4542,tail tube protein,tail
phage_5985,179,tail terminator,connector
phage_5986,22561,minor tail protein,tail
phage_5987,289,GTP-binding domain,other
phage_5988,3377,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_5989,3914,tail assembly chaperone,tail
phage_5990,32,tail assembly protein,tail
phage_5991,457,tail protein,tail
phage_5992,5,tail completion or Neck1 protein,connector
phage_5993,6,baseplate wedge subunit,tail
phage_5994,5052,,unknown function
phage_5995,232,baseplate wedge subunit,tail
phage_5996,2860,endolysin,head and packaging
phage_5997,460,head closure Hc2,connector
phage_5998,1170,,unknown function
phage_5999,1484,virion structural protein,head and packaging
phage_6000,237,head scaffolding protein,head and packaging
phage_6001,2386,virion structural protein,head and packaging
phage_6002,8220,,unknown function
phage_6003,10346,,unknown function
phage_6004,176,tail terminator,connector
phage_6005,155,Erf-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_6006,23,tail sheath,tail
phage_6007,24,tail length tape measure protein,tail
phage_6008,107,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6009,721,,unknown function
phage_6010,4191,peptidase,other
phage_6011,332,head-tail adaptor,connector
phage_6012,27829,DnaA-like replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_6013,677,baseplate wedge tail fiber protein connector,tail
phage_6014,5,tail completion or Neck1 protein,connector
phage_6015,145,portal protein,head and packaging
phage_6016,66,excisionase and transcriptional regulator,integration and excision
phage_6017,719,baseplate wedge subunit,tail
phage_6018,8064,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_6019,3758,virion structural protein,head and packaging
phage_6020,392,metal-dependent hydrolase,other
phage_6021,8010,tail length tape measure protein,tail
phage_6022,1706,CRISPR/Cas system associated,"DNA, RNA and nucleotide metabolism"
phage_6023,207,head maturation protease,head and packaging
phage_6024,5107,amidase,lysis
phage_6025,24709,tail length tape measure protein,tail
phage_6026,12296,tail fiber protein,tail
phage_6027,1249,acetyltransferase,other
phage_6028,873,endolysin,head and packaging
phage_6029,280,virion structural protein,head and packaging
phage_6030,69,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6031,669,endolysin,lysis
phage_6032,523,tail collar fiber protein,tail
phage_6033,680,tail length tape measure protein,tail
phage_6034,1487,,unknown function
phage_6035,390,Arc-like repressor,transcription regulation
phage_6036,2056,tail fiber protein; host specificity,tail
phage_6037,234,late sigma transcription factor,transcription regulation
phage_6038,69,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6039,493,head-tail adaptor Ad1,connector
phage_6040,1249,acetyltransferase,other
phage_6041,3881,head-tail connector protein,connector
phage_6042,58,tail length tape measure protein,tail
phage_6043,221,metallo-phosphoesterase,other
phage_6044,8689,pilot protein for DNA ejection,tail
phage_6045,7032,tail fiber protein,tail
phage_6046,113,portal protein,head and packaging
phage_6047,1065,,unknown function
phage_6048,5838,virion structural protein,head and packaging
phage_6049,44,single strand DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6050,3287,virion structural protein,head and packaging
phage_6051,529,tail fiber protein,tail
phage_6052,64,portal protein,head and packaging
phage_6053,2573,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6054,5240,tail fiber protein,tail
phage_6055,4542,tail tube protein,tail
phage_6056,5616,tail fiber protein,tail
phage_6057,94,head maturation protease,head and packaging
phage_6058,3339,homing endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6059,19195,virion structural protein,head and packaging
phage_6060,35,transcriptional repressor,transcription regulation
phage_6061,27380,methyltransferase,other
phage_6062,4204,tail terminator,connector
phage_6063,559,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6064,15437,tail fiber protein,tail
phage_6065,1242,minor head protein,head and packaging
phage_6066,412,exonuclease VIII,"DNA, RNA and nucleotide metabolism"
phage_6067,425,membrane associated protein,"moron, auxiliary metabolic gene and host takeover"
phage_6068,817,tail fiber protein,tail
phage_6069,7595,,unknown function
phage_6070,1907,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6071,8,transcriptional regulator,transcription regulation
phage_6072,23,tail sheath,tail
phage_6073,186,DnaD-like helicase loader,"DNA, RNA and nucleotide metabolism"
phage_6074,109,P-like helicase loader,"DNA, RNA and nucleotide metabolism"
phage_6075,18823,,unknown function
phage_6076,837,minor tail protein,tail
phage_6077,1740,RNA polymerase sigma factor,transcription regulation
phage_6078,14221,,unknown function
phage_6079,2125,virion structural protein,head and packaging
phage_6080,24456,tail fiber protein,tail
phage_6081,17840,tail terminator,connector
phage_6082,1806,collagen like minor tail,tail
phage_6083,2534,released from the phage upon host infection,other
phage_6084,704,DNA repair exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6085,4199,minor tail protein,tail
phage_6086,5718,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6087,47,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_6088,477,head-tail adaptor Ad1,connector
phage_6089,9,terminase large subunit,head and packaging
phage_6090,13742,peptidase,other
phage_6091,50,DnaC-like helicase loader,"DNA, RNA and nucleotide metabolism"
phage_6092,62,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_6093,17,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6094,2647,head decoration,head and packaging
phage_6095,2162,Sir2 (NAD-dependent deacetylase),"DNA, RNA and nucleotide metabolism"
phage_6096,2562,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_6097,400,tail protein,tail
phage_6098,523,tail collar fiber protein,tail
phage_6099,22,thioredoxin domain,"DNA, RNA and nucleotide metabolism"
phage_6100,704,DNA repair exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6101,11355,tail fiber protein,tail
phage_6102,18097,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_6103,2048,tail protein,tail
phage_6104,199,holin,lysis
phage_6105,9674,,unknown function
phage_6106,876,transcriptional repressor,transcription regulation
phage_6107,51,terminase small subunit,head and packaging
phage_6108,290,minor tail protein,tail
phage_6109,38,terminase large subunit,head and packaging
phage_6110,272,Cox-like excisionase and repressor,integration and excision
phage_6111,93,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6112,326,tail protein with endopeptidase domain,other
phage_6113,40,head-tail adaptor Ad1,connector
phage_6114,3636,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6115,51,terminase small subunit,head and packaging
phage_6116,502,membrane protein,"moron, auxiliary metabolic gene and host takeover"
phage_6117,3717,terminase large subunit,head and packaging
phage_6118,2,terminase large subunit,head and packaging
phage_6119,2941,virion structural protein,head and packaging
phage_6120,9690,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_6121,12,portal protein,head and packaging
phage_6122,6211,minor tail protein,tail
phage_6123,1260,minor tail protein,tail
phage_6124,23656,virion structural protein,head and packaging
phage_6125,13267,,unknown function
phage_6126,6,baseplate wedge subunit,tail
phage_6127,3041,cytidyltransferase,other
phage_6128,329,minor tail protein,tail
phage_6129,22041,,unknown function
phage_6130,2589,tail protein,tail
phage_6131,360,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_6132,4204,tail terminator,connector
phage_6133,24456,tail fiber protein,tail
phage_6134,173,nucleoside triphosphate pyrophosphohydrolase,"DNA, RNA and nucleotide metabolism"
phage_6135,1350,holin,lysis
phage_6136,1699,long tail fiber protein distal subunit,tail
phage_6137,1238,phosphoheptose isomerase,"moron, auxiliary metabolic gene and host takeover"
phage_6138,12798,tail length tape measure protein,tail
phage_6139,6218,ParB-like partition protein,"DNA, RNA and nucleotide metabolism"
phage_6140,236,nucleotide kinase,other
phage_6141,1216,portal protein,head and packaging
phage_6142,3427,holin,lysis
phage_6143,166,tail protein,tail
phage_6144,22502,methyltransferase,other
phage_6145,154,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_6146,5668,tail fiber protein,tail
phage_6147,38009,tail protein,tail
phage_6148,679,head closure Hc2,connector
phage_6149,5,tail completion or Neck1 protein,connector
phage_6150,247,major head protein,head and packaging
phage_6151,237,head scaffolding protein,head and packaging
phage_6152,93,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6153,2440,transcriptional regulator,transcription regulation
phage_6154,12798,tail length tape measure protein,tail
phage_6155,1640,tail protein,tail
phage_6156,986,RNA-binding protein,"DNA, RNA and nucleotide metabolism"
phage_6157,860,holin,lysis
phage_6158,8716,tail fiber protein,tail
phage_6159,3266,tail completion,connector
phage_6160,2941,virion structural protein,head and packaging
phage_6161,99,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6162,5616,tail fiber protein,tail
phage_6163,234,late sigma transcription factor,transcription regulation
phage_6164,5725,chaperonin groEL,other
phage_6165,477,head-tail adaptor Ad1,connector
phage_6166,5,tail completion or Neck1 protein,connector
phage_6167,80,head maturation protease,head and packaging
phage_6168,598,DNA ejection,"DNA, RNA and nucleotide metabolism"
phage_6169,119,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6170,1512,endolysin,lysis
phage_6171,10757,,unknown function
phage_6172,80,head maturation protease,head and packaging
phage_6173,9,terminase large subunit,head and packaging
phage_6174,47,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_6175,33450,tail fiber protein,tail
phage_6176,9017,tail fiber protein,tail
phage_6177,1107,tail length tape measure protein,tail
phage_6178,205,tail sheath,tail
phage_6179,719,baseplate wedge subunit,tail
phage_6180,378,single strand DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6181,592,thymidine kinase,other
phage_6182,34748,,unknown function
phage_6183,12,portal protein,head and packaging
phage_6184,1328,major head protein,head and packaging
phage_6185,230,baseplate tail tube cap,tail
phage_6186,498,DNA methyltransferase,other
phage_6187,424,phosphoadenosine phosphosulfate reductase,"moron, auxiliary metabolic gene and host takeover"
phage_6188,26,tail completion or Neck1 protein,connector
phage_6189,38,terminase large subunit,head and packaging
phage_6190,3,transcriptional repressor,transcription regulation
phage_6191,3285,minor tail protein,tail
phage_6192,30543,tail length tape measure protein,tail
phage_6193,38,terminase large subunit,head and packaging
phage_6194,3089,,unknown function
phage_6195,58,tail length tape measure protein,tail
phage_6196,894,endolysin,lysis
phage_6197,697,structural protein,head and packaging
phage_6198,16,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_6199,232,baseplate wedge subunit,tail
phage_6200,17,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6201,3022,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_6202,2693,,unknown function
phage_6203,145,portal protein,head and packaging
phage_6204,1216,portal protein,head and packaging
phage_6205,991,tail length tape measure protein,tail
phage_6206,4200,tail length tape measure protein,tail
phage_6207,13059,HTH DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6208,93,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6209,445,terminase small subunit,head and packaging
phage_6210,7800,dimethyl sulfoxide reductase DmsA,"moron, auxiliary metabolic gene and host takeover"
phage_6211,3513,endolysin,lysis
phage_6212,2967,transcriptional regulator,transcription regulation
phage_6213,445,terminase small subunit,head and packaging
phage_6214,2885,baseplate wedge subunit,tail
phage_6215,155,Erf-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_6216,99,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6217,77,SbcC-like subunit of palindrome specific endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6218,346,minor tail protein,tail
phage_6219,25,head closure Hc1,connector
phage_6220,24754,tail fiber protein,tail
phage_6221,12661,transglycosylase,other
phage_6222,170,PhoH-like phosphate starvation-inducible,other
phage_6223,3513,endolysin,lysis
phage_6224,7,endolysin,lysis
phage_6225,2538,terminase small subunit,head and packaging
phage_6226,599,Lar-like restriction alleviation protein,"moron, auxiliary metabolic gene and host takeover"
phage_6227,457,tail protein,tail
phage_6228,81,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover"
phage_6229,50,DnaC-like helicase loader,"DNA, RNA and nucleotide metabolism"
phage_6230,8124,endolysin,lysis
phage_6231,38,terminase large subunit,head and packaging
phage_6232,424,phosphoadenosine phosphosulfate reductase,"moron, auxiliary metabolic gene and host takeover"
phage_6233,4197,tail length tape measure protein,tail
phage_6234,105,tail fiber assembly,tail
phage_6235,18891,tail length tape measure protein,tail
phage_6236,1482,terminase small subunit,head and packaging
phage_6237,8781,endolysin,lysis
phage_6238,5846,clamp loader of DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6239,3188,co-chaperonin GroES,other
phage_6240,116,DNA methyltransferase,other
phage_6241,2282,tail fiber protein,tail
phage_6242,19,DnaB-like replicative helicase,"DNA, RNA and nucleotide metabolism"
phage_6243,1373,transcriptional regulator,transcription regulation
phage_6244,69,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6245,36992,,unknown function
phage_6246,2941,virion structural protein,head and packaging
phage_6247,1293,tail length tape measure protein,tail
phage_6248,133,head maturation protease,head and packaging
phage_6249,5949,GTP cyclohydrolase,other
phage_6250,2324,Erf-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_6251,679,head closure Hc2,connector
phage_6252,9959,tail length tape measure protein,tail
phage_6253,211,head-tail adaptor Ad2,connector
phage_6254,6874,,unknown function
phage_6255,115,minor head protein,head and packaging
phage_6256,262,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6257,4681,antitoxin from a toxin-antitoxin system,"moron, auxiliary metabolic gene and host takeover"
phage_6258,1808,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6259,3041,cytidyltransferase,other
phage_6260,135,dUTPase,"DNA, RNA and nucleotide metabolism"
phage_6261,33,distal tail protein Dit,tail
phage_6262,7025,tail length tape measure protein,tail
phage_6263,31,central tail fiber J,tail
phage_6264,3907,tail terminator,connector
phage_6265,17,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6266,274,DNA endonuclease V,"DNA, RNA and nucleotide metabolism"
phage_6267,9992,baseplate assembly protein,tail
phage_6268,2835,glucosyltransferase,"moron, auxiliary metabolic gene and host takeover"
phage_6269,166,tail protein,tail
phage_6270,1207,phosphoribosylaminoimidazole synthetase,"moron, auxiliary metabolic gene and host takeover"
phage_6271,5302,tail protein,tail
phage_6272,90,endolysin,lysis
phage_6273,5,tail completion or Neck1 protein,connector
phage_6274,14649,,unknown function
phage_6275,445,terminase small subunit,head and packaging
phage_6276,19458,primase,"DNA, RNA and nucleotide metabolism"
phage_6277,61,2OG-Fe(II) oxygenase,"moron, auxiliary metabolic gene and host takeover"
phage_6278,894,endolysin,lysis
phage_6279,942,replication initiation protein,"DNA, RNA and nucleotide metabolism"
phage_6280,378,single strand DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6281,33693,portal protein,head and packaging
phage_6282,10,major head protein,head and packaging
phage_6283,38,terminase large subunit,head and packaging
phage_6284,106,minor tail protein,tail
phage_6285,345,replication initiation O-like,"DNA, RNA and nucleotide metabolism"
phage_6286,9773,replication initiation O-like,"DNA, RNA and nucleotide metabolism"
phage_6287,2323,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6288,358,,unknown function
phage_6289,137,head-tail adaptor Ad1,connector
phage_6290,2013,lytic tail protein,tail
phage_6291,138,major head protein,head and packaging
phage_6292,6942,tail fiber protein,tail
phage_6293,33150,,unknown function
phage_6294,180,baseplate wedge subunit,tail
phage_6295,342,internal virion protein with endolysin domain,head and packaging
phage_6296,13932,co-chaperonin GroES,other
phage_6297,3041,cytidyltransferase,other
phage_6298,237,head scaffolding protein,head and packaging
phage_6299,2,terminase large subunit,head and packaging
phage_6300,4271,tail protein,tail
phage_6301,7063,"3'-phosphatase, 5'-polynucleotide kinase",other
phage_6302,246,NinI-like serine-threonine phosphatase,other
phage_6303,947,DNA polymerase processivity factor,"DNA, RNA and nucleotide metabolism"
phage_6304,345,replication initiation O-like,"DNA, RNA and nucleotide metabolism"
phage_6305,677,baseplate wedge tail fiber protein connector,tail
phage_6306,337,tail protein,tail
phage_6307,14790,,unknown function
phage_6308,521,tail protein,tail
phage_6309,8003,virion structural protein,head and packaging
phage_6310,3,transcriptional repressor,transcription regulation
phage_6311,15022,,unknown function
phage_6312,5668,tail fiber protein,tail
phage_6313,189,RecA filament binding protein DinI,"DNA, RNA and nucleotide metabolism"
phage_6314,5668,tail fiber protein,tail
phage_6315,4419,head protein,head and packaging
phage_6316,6977,minor tail protein,tail
phage_6317,10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_6318,107,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6319,4044,terminase small subunit,head and packaging
phage_6320,10972,tail fiber protein,tail
phage_6321,3927,head scaffolding protein,head and packaging
phage_6322,1857,head-tail connector protein,connector
phage_6323,10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_6324,1740,RNA polymerase sigma factor,transcription regulation
phage_6325,2,terminase large subunit,head and packaging
phage_6326,151,transposase,integration and excision
phage_6327,30152,virion structural protein,head and packaging
phage_6328,809,transcriptional regulator,transcription regulation
phage_6329,4151,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6330,1216,portal protein,head and packaging
phage_6331,5,tail completion or Neck1 protein,connector
phage_6332,423,endonuclease VII,"DNA, RNA and nucleotide metabolism"
phage_6333,83,terminase small subunit,head and packaging
phage_6334,10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_6335,51,terminase small subunit,head and packaging
phage_6336,351,RNA polymerase sigma factor,transcription regulation
phage_6337,48,tail protein,tail
phage_6338,3041,cytidyltransferase,other
phage_6339,7168,homing endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6340,833,endolysin,lysis
phage_6341,10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_6342,261,baseplate wedge subunit,tail
phage_6343,138,major head protein,head and packaging
phage_6344,4,transcriptional repressor,transcription regulation
phage_6345,1309,endolysin,lysis
phage_6346,367,ribonucleotide reductase,"DNA, RNA and nucleotide metabolism"
phage_6347,10356,virion structural protein,head and packaging
phage_6348,704,DNA repair exonuclease,"DNA, RNA and nucleotide metabolism"
phage_6349,5668,tail fiber protein,tail
phage_6350,3282,sigma factor,transcription regulation
phage_6351,6554,,unknown function
phage_6352,4523,major head and protease protein,head and packaging
phage_6353,34,RusA-like Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_6354,14857,HTH DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6355,31,central tail fiber J,tail
phage_6356,9017,tail fiber protein,tail
phage_6357,986,RNA-binding protein,"DNA, RNA and nucleotide metabolism"
phage_6358,3125,S-adenosylmethionine decarboxylase,other
phage_6359,227,tail sheath stabilizer,tail
phage_6360,221,metallo-phosphoesterase,other
phage_6361,33693,portal protein,head and packaging
phage_6362,2324,Erf-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_6363,283,major head protein,head and packaging
phage_6364,2392,ABC transporter,"moron, auxiliary metabolic gene and host takeover"
phage_6365,4932,single strand DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_6366,2538,terminase small subunit,head and packaging
phage_6367,4406,virion structural protein,head and packaging
phage_6368,2226,SAM-dependent methyltransferase,other
phage_6369,161,head closure Hc1,connector
phage_6370,124,Sak4-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_6371,152,RinB-like transcriptional activator,transcription regulation
phage_6372,3180,Arc-like repressor,transcription regulation
phage_6373,533,portal protein,head and packaging
phage_6374,332,head-tail adaptor,connector
phage_6375,2,terminase large subunit,head and packaging
phage_6376,101,CII-like transcriptional activator,transcription regulation
phage_6377,241,head morphogenesis,head and packaging
phage_6378,308,internal virion protein,head and packaging
phage_6379,2170,glycosyltransferase,"moron, auxiliary metabolic gene and host takeover"
phage_6380,460,head closure Hc2,connector
phage_6381,234,late sigma transcription factor,transcription regulation
phage_6382,581,minor head protein,head and packaging
phage_6383,561,RecT-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_6384,116,DNA methyltransferase,other
phage_6385,506,transposase,integration and excision
phage_6386,5046,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6387,4207,,unknown function
phage_6388,414,RNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6389,1216,portal protein,head and packaging
phage_6390,442,head-tail adaptor,connector
phage_6391,36353,virion structural protein,head and packaging
phage_6392,5668,tail fiber protein,tail
phage_6393,9953,major head protein,head and packaging
phage_6394,30,minor tail protein,tail
phage_6395,7,endolysin,lysis
phage_6396,18522,tail protein,tail
phage_6397,4210,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6398,116,DNA methyltransferase,other
phage_6399,1490,lipoprotein,other
phage_6400,12241,DNA polymerase,"DNA, RNA and nucleotide metabolism"
phage_6401,13076,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6402,176,tail terminator,connector
phage_6403,80,head maturation protease,head and packaging
phage_6404,681,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_6405,599,Lar-like restriction alleviation protein,"moron, auxiliary metabolic gene and host takeover"
phage_6406,609,RIIB lysis inhibitor,lysis
phage_6407,7851,cysteine dioxygenase,other
phage_6408,184,baseplate hub,tail
phage_6409,449,head-tail adaptor,connector
phage_6410,617,major head protein,head and packaging
phage_6411,174,dCMP deaminase,"DNA, RNA and nucleotide metabolism"
phage_6412,23,tail sheath,tail
phage_6413,18673,tail fiber protein,tail
phage_6414,220,minor head protein and DNA pilot,head and packaging
phage_6415,23013,tail length tape measure protein,tail
phage_6416,442,head-tail adaptor,connector
phage_6417,23,tail sheath,tail
phage_6418,3717,terminase large subunit,head and packaging
phage_6419,80,head maturation protease,head and packaging
phage_6420,2048,tail protein,tail
phage_6421,8,transcriptional regulator,transcription regulation
phage_6422,111,DNA methyltransferase,other
phage_6423,9522,major tail protein,tail
phage_6424,1740,RNA polymerase sigma factor,transcription regulation
phage_6425,442,head-tail adaptor,connector
phage_6426,1357,major head protein,head and packaging
phage_6427,3427,holin,lysis
phage_6428,21,portal protein,head and packaging
phage_6429,1967,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_6430,1297,ATPase,other
phage_6431,2941,virion structural protein,head and packaging
phage_6432,4973,,unknown function
phage_6433,19195,virion structural protein,head and packaging
phage_6434,38,terminase large subunit,head and packaging
phage_6435,360,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_6436,139,deoxynucleoside monophosphate kinase,other
phage_6437,24210,tail fiber protein,tail
phage_6438,2,terminase large subunit,head and packaging
